NUTS;GIVEN_NAME;NUMBER;RANKING;SEX;YEAR
DE144000;Leon;35;1;male;1972
DE144000;Luca;32;2;male;1972
DE144000;Maximilian;32;2;male;1972
DE144000;Noah;32;2;male;1972
DE144000;David;31;5;male;1972
DE144000;Jonas;29;6;male;1972
DE144000;Paul;29;6;male;1972
DE144000;Lukas;27;8;male;1972
DE144000;Alexander;25;9;male;1972
DE144000;Julian;24;10;male;1972
DE144000;Elias;23;11;male;1972
DE144000;Felix;23;11;male;1972
DE144000;Samuel;20;13;male;1972
DE144000;Philipp;19;14;male;1972
DE144000;Tim;19;14;male;1972
DE144000;Niklas;18;16;male;1972
DE144000;Jan;17;17;male;1972
DE144000;Max;17;17;male;1972
DE144000;Ben;16;19;male;1972
DE144000;Fabian;15;20;male;1972
DE144000;Jakob;15;20;male;1972
DE144000;Simon;15;20;male;1972
DE144000;Johannes;14;23;male;1972
DE144000;Moritz;14;23;male;1972
DE144000;Daniel;13;25;male;1972
DE144000;Luis;13;25;male;1972
DE144000;Michael;12;27;male;1972
DE144000;Nico;12;27;male;1972
DE144000;Sebastian;12;27;male;1972
DE144000;Adrian;11;30;male;1972
DE144000;Gabriel;11;30;male;1972
DE144000;Jonathan;11;30;male;1972
DE144000;Julius;11;30;male;1972
DE144000;Lenny;11;30;male;1972
DE144000;Tom;11;30;male;1972
DE144000;Kaan;10;36;male;1972
DE144000;Leo;10;36;male;1972
DE144000;Nils;10;36;male;1972
DE144000;Patrick;10;36;male;1972
DE144000;Anton;9;40;male;1972
DE144000;Arda;9;40;male;1972
DE144000;Finn;9;40;male;1972
DE144000;Linus;9;40;male;1972
DE144000;Vincent;9;40;male;1972
DE144000;Can;8;45;male;1972
DE144000;Florian;8;45;male;1972
DE144000;Georg;8;45;male;1972
DE144000;Leonard;8;45;male;1972
DE144000;Noel;8;45;male;1972
DE144000;Pascal;8;45;male;1972
DE144000;Raphael;8;45;male;1972
DE144000;Benjamin;7;52;male;1972
DE144000;Emil;7;52;male;1972
DE144000;Hannes;7;52;male;1972
DE144000;Justin;7;52;male;1972
DE144000;Kilian;7;52;male;1972
