NUTS;GIVEN_NAME;NUMBER;RANKING;SEX;YEAR
DE144000;Alexander;35;1;male;2006
DE144000;Noah;30;2;male;2006
DE144000;Elias;28;3;male;2006
DE144000;Maximilian;28;3;male;2006
DE144000;David;26;5;male;2006
DE144000;Felix;25;6;male;2006
DE144000;Paul;24;7;male;2006
DE144000;Niklas;23;8;male;2006
DE144000;Luca;22;9;male;2006
DE144000;Leon;21;10;male;2006
DE144000;Lukas;20;11;male;2006
DE144000;Daniel;18;12;male;2006
DE144000;Jan;18;12;male;2006
DE144000;Jonas;18;12;male;2006
DE144000;Finn;17;15;male;2006
DE144000;Julian;16;16;male;2006
DE144000;Simon;16;16;male;2006
DE144000;Philipp;15;18;male;2006
DE144000;Samuel;15;18;male;2006
DE144000;Tim;15;18;male;2006
DE144000;Luis;14;21;male;2006
DE144000;Max;14;21;male;2006
DE144000;Johannes;13;23;male;2006
DE144000;Robin;13;23;male;2006
DE144000;Dominik;12;25;male;2006
DE144000;Michael;12;25;male;2006
DE144000;Adrian;11;27;male;2006
DE144000;Fabian;11;27;male;2006
DE144000;Kevin;11;27;male;2006
DE144000;Timo;11;27;male;2006
DE144000;Florian;10;31;male;2006
DE144000;Marcel;10;31;male;2006
DE144000;Nico;10;31;male;2006
DE144000;Sebastian;10;31;male;2006
DE144000;Tobias;10;31;male;2006
DE144000;Benedikt;9;36;male;2006
DE144000;Moritz;9;36;male;2006
DE144000;Peter;9;36;male;2006
DE144000;Philip;9;36;male;2006
DE144000;Valentin;9;36;male;2006
DE144000;Christian;8;41;male;2006
DE144000;Emil;8;41;male;2006
DE144000;Erik;8;41;male;2006
DE144000;Frederik;8;41;male;2006
DE144000;Jakob;8;41;male;2006
DE144000;Manuel;8;41;male;2006
DE144000;Nils;8;41;male;2006
DE144000;Noel;8;41;male;2006
DE144000;Pascal;8;41;male;2006
DE144000;Raphael;8;41;male;2006
DE144000;Tom;8;41;male;2006
DE144000;Ali;7;52;male;2006
DE144000;Anton;7;52;male;2006
DE144000;Eric;7;52;male;2006
DE144000;Justin;7;52;male;2006
DE144000;Konstantin;7;52;male;2006
DE144000;Lars;7;52;male;2006
DE144000;Leonard;7;52;male;2006
DE144000;Marc;7;52;male;2006
DE144000;Markus;7;52;male;2006
DE144000;Marvin;7;52;male;2006
DE144000;Stefan;7;52;male;2006
DE144000;Vincent;7;52;male;2006
DE144000;Yannick;7;52;male;2006
DE144000;Benjamin;6;65;male;2006
DE144000;Dennis;6;65;male;2006
DE144000;Gabriel;6;65;male;2006
DE144000;Laurin;6;65;male;2006
DE144000;Lucas;6;65;male;2006
DE144000;Luka;6;65;male;2006
DE144000;Martin;6;65;male;2006
DE144000;Nick;6;65;male;2006
DE144000;Patrick;6;65;male;2006
DE144000;Arthur;5;74;male;2006
DE144000;Ben;5;74;male;2006
DE144000;Berat;5;74;male;2006
DE144000;Can;5;74;male;2006
DE144000;Christoph;5;74;male;2006
DE144000;Denis;5;74;male;2006
DE144000;Hasan;5;74;male;2006
DE144000;Hendrik;5;74;male;2006
DE144000;Jannik;5;74;male;2006
DE144000;Jonathan;5;74;male;2006
DE144000;Joshua;5;74;male;2006
DE144000;Karl;5;74;male;2006
DE144000;Leo;5;74;male;2006
DE144000;Leopold;5;74;male;2006
DE144000;Matthias;5;74;male;2006
DE144000;Mert;5;74;male;2006
DE144000;Muhammed;5;74;male;2006
DE144000;Niclas;5;74;male;2006
DE144000;Sinan;5;74;male;2006
DE144000;Thomas;5;74;male;2006
DE144000;Andreas;4;94;male;2006
DE144000;Deniz;4;94;male;2006
DE144000;Fynn;4;94;male;2006
DE144000;Georg;4;94;male;2006
DE144000;Hannes;4;94;male;2006
DE144000;Immanuel;4;94;male;2006
DE144000;Jamie;4;94;male;2006
DE144000;Jonah;4;94;male;2006
DE144000;Kilian;4;94;male;2006
DE144000;Lennart;4;94;male;2006
DE144000;Leonhard;4;94;male;2006
DE144000;Linus;4;94;male;2006
DE144000;Lorenz;4;94;male;2006
DE144000;Louis;4;94;male;2006
DE144000;Matteo;4;94;male;2006
DE144000;Maurice;4;94;male;2006
DE144000;Oliver;4;94;male;2006
DE144000;Ömer;4;94;male;2006
DE144000;Aaron;3;112;male;2006
DE144000;Ahmet;3;112;male;2006
DE144000;Arda;3;112;male;2006
DE144000;Bastian;3;112;male;2006
DE144000;Cem;3;112;male;2006
DE144000;Clemens;3;112;male;2006
DE144000;Constantin;3;112;male;2006
DE144000;Eduard;3;112;male;2006
DE144000;Elia;3;112;male;2006
DE144000;Enes;3;112;male;2006
DE144000;Franz;3;112;male;2006
DE144000;Friedrich;3;112;male;2006
DE144000;Furkan;3;112;male;2006
DE144000;Helmut;3;112;male;2006
DE144000;Henri;3;112;male;2006
DE144000;Henrik;3;112;male;2006
DE144000;Janik;3;112;male;2006
DE144000;Jannis;3;112;male;2006
DE144000;Joel;3;112;male;2006
DE144000;Josef;3;112;male;2006
DE144000;Josua;3;112;male;2006
DE144000;Jürgen;3;112;male;2006
DE144000;Kai;3;112;male;2006
DE144000;Lasse;3;112;male;2006
DE144000;Levin;3;112;male;2006
DE144000;Ludwig;3;112;male;2006
DE144000;Marco;3;112;male;2006
DE144000;Maria;3;112;male;2006
DE144000;Mark;3;112;male;2006
DE144000;Mehmet;3;112;male;2006
DE144000;Mikail;3;112;male;2006
