NUTS;GIVEN_NAME;NUMBER;RANKING;SEX;YEAR
DE144000;Daniel;34;1;male;1999
DE144000;Lukas;33;2;male;1999
DE144000;Maximilian;33;2;male;1999
DE144000;Alexander;28;4;male;1999
DE144000;Michael;27;5;male;1999
DE144000;Julian;26;6;male;1999
DE144000;Marcel;26;6;male;1999
DE144000;Christian;24;8;male;1999
DE144000;Florian;23;9;male;1999
DE144000;Jonas;22;10;male;1999
DE144000;Niklas;21;11;male;1999
DE144000;Johannes;20;12;male;1999
DE144000;Moritz;20;12;male;1999
DE144000;Philipp;20;12;male;1999
DE144000;Luca;19;15;male;1999
DE144000;Tim;19;15;male;1999
DE144000;David;18;17;male;1999
DE144000;Dominik;18;17;male;1999
DE144000;Felix;18;17;male;1999
DE144000;Jan;18;17;male;1999
DE144000;Nico;18;17;male;1999
DE144000;Sebastian;18;17;male;1999
DE144000;Leon;17;23;male;1999
DE144000;Simon;17;23;male;1999
DE144000;Tobias;17;23;male;1999
DE144000;Kevin;16;26;male;1999
DE144000;Noah;16;26;male;1999
DE144000;Andreas;15;28;male;1999
DE144000;Martin;15;28;male;1999
DE144000;Paul;15;28;male;1999
DE144000;Robin;15;28;male;1999
DE144000;Thomas;15;28;male;1999
DE144000;Patrick;14;33;male;1999
DE144000;Stefan;14;33;male;1999
DE144000;Fabian;13;35;male;1999
DE144000;Marco;13;35;male;1999
DE144000;Nils;12;37;male;1999
DE144000;Pascal;12;37;male;1999
DE144000;Benjamin;11;39;male;1999
DE144000;Dennis;11;39;male;1999
DE144000;Julius;11;39;male;1999
DE144000;Manuel;11;39;male;1999
DE144000;Markus;11;39;male;1999
DE144000;Max;11;39;male;1999
DE144000;Timo;11;39;male;1999
DE144000;Marius;10;46;male;1999
DE144000;Marvin;10;46;male;1999
DE144000;Oliver;10;46;male;1999
DE144000;Peter;10;46;male;1999
DE144000;Christoph;9;50;male;1999
DE144000;Sven;9;50;male;1999
DE144000;Emre;8;52;male;1999
DE144000;Hannes;8;52;male;1999
DE144000;Jonathan;8;52;male;1999
DE144000;Steffen;8;52;male;1999
DE144000;Adrian;7;56;male;1999
DE144000;Can;7;56;male;1999
DE144000;Elias;7;56;male;1999
DE144000;Erik;7;56;male;1999
DE144000;Jakob;7;56;male;1999
DE144000;Joshua;7;56;male;1999
DE144000;Kai;7;56;male;1999
DE144000;Matthias;7;56;male;1999
DE144000;Nicolas;7;56;male;1999
DE144000;Samuel;7;56;male;1999
DE144000;Christopher;6;66;male;1999
DE144000;Enes;6;66;male;1999
DE144000;Jannik;6;66;male;1999
DE144000;Malte;6;66;male;1999
DE144000;Marc;6;66;male;1999
DE144000;Nick;6;66;male;1999
DE144000;Niclas;6;66;male;1999
DE144000;Valentin;6;66;male;1999
DE144000;Vincent;6;66;male;1999
DE144000;Ali;5;75;male;1999
DE144000;André;5;75;male;1999
DE144000;Carl;5;75;male;1999
DE144000;Denis;5;75;male;1999
DE144000;Gabriel;5;75;male;1999
DE144000;Jannis;5;75;male;1999
DE144000;Kilian;5;75;male;1999
DE144000;Lars;5;75;male;1999
DE144000;René;5;75;male;1999
DE144000;Tom;5;75;male;1999
DE144000;Yannik;5;75;male;1999
DE144000;Ahmet;4;86;male;1999
DE144000;Aron;4;86;male;1999
DE144000;Benedikt;4;86;male;1999
DE144000;Cedric;4;86;male;1999
DE144000;Constantin;4;86;male;1999
DE144000;Deniz;4;86;male;1999
DE144000;Harun;4;86;male;1999
DE144000;Hasan;4;86;male;1999
DE144000;Heinrich;4;86;male;1999
DE144000;Henrik;4;86;male;1999
DE144000;Konstantin;4;86;male;1999
DE144000;Maurice;4;86;male;1999
DE144000;Mert;4;86;male;1999
DE144000;Nikolai;4;86;male;1999
DE144000;Osman;4;86;male;1999
DE144000;Philip;4;86;male;1999
DE144000;Richard;4;86;male;1999
DE144000;Robert;4;86;male;1999
DE144000;Roman;4;86;male;1999
DE144000;Sascha;4;86;male;1999
DE144000;Stephan;4;86;male;1999
DE144000;Wilhelm;4;86;male;1999
DE144000;Aaron;3;108;male;1999
DE144000;Abdullah;3;108;male;1999
DE144000;Alessandro;3;108;male;1999
DE144000;Anton;3;108;male;1999
DE144000;Bernhard;3;108;male;1999
DE144000;Clemens;3;108;male;1999
DE144000;Daniele;3;108;male;1999
DE144000;Elia;3;108;male;1999
DE144000;Franz;3;108;male;1999
DE144000;Friedrich;3;108;male;1999
DE144000;Georg;3;108;male;1999
DE144000;Gerhard;3;108;male;1999
DE144000;Gregor;3;108;male;1999
DE144000;Hendrik;3;108;male;1999
DE144000;Henry;3;108;male;1999
DE144000;Joel;3;108;male;1999
DE144000;Josef;3;108;male;1999
DE144000;Karim;3;108;male;1999
DE144000;Karl;3;108;male;1999
DE144000;Konrad;3;108;male;1999
DE144000;Koray;3;108;male;1999
DE144000;Leo;3;108;male;1999
DE144000;Leonard;3;108;male;1999
DE144000;Leopold;3;108;male;1999
DE144000;Louis;3;108;male;1999
DE144000;Lucas;3;108;male;1999
DE144000;Ludwig;3;108;male;1999
DE144000;Magnus;3;108;male;1999
DE144000;Manfred;3;108;male;1999
DE144000;Mario;3;108;male;1999
DE144000;Muhammed;3;108;male;1999
DE144000;Nathanael;3;108;male;1999
DE144000;Nicolai;3;108;male;1999
DE144000;Otto;3;108;male;1999
DE144000;Xaver;3;108;male;1999
DE144000;Yannick;3;108;male;1999
DE144000;Achim;2;144;male;1999
DE144000;Akın;2;144;male;1999
DE144000;Albert;2;144;male;1999
DE144000;Alwin;2;144;male;1999
DE144000;Amadeus;2;144;male;1999
DE144000;Amon;2;144;male;1999
DE144000;Arda;2;144;male;1999
DE144000;Axel;2;144;male;1999
DE144000;Berkan;2;144;male;1999
DE144000;Caner;2;144;male;1999
DE144000;Carlos;2;144;male;1999
DE144000;Chris;2;144;male;1999
DE144000;Darius;2;144;male;1999
DE144000;Diego;2;144;male;1999
DE144000;Dirk;2;144;male;1999
DE144000;Doğukan;2;144;male;1999
DE144000;Emanuel;2;144;male;1999
DE144000;Emil;2;144;male;1999
DE144000;Fatih;2;144;male;1999
DE144000;Ferdinand;2;144;male;1999
DE144000;Frederik;2;144;male;1999
DE144000;Gian-Luca;2;144;male;1999
DE144000;Giuliano;2;144;male;1999
DE144000;Hakan;2;144;male;1999
DE144000;Halil;2;144;male;1999
DE144000;Hans;2;144;male;1999
DE144000;Harry;2;144;male;1999
DE144000;Ibrahim;2;144;male;1999
DE144000;Jens;2;144;male;1999
DE144000;Jerome;2;144;male;1999
