NUTS;GIVEN_NAME;NUMBER;RANKING;SEX;YEAR
DE144000;Marie;64;1;female;2014
DE144000;Sophie;60;2;female;2014
DE144000;Maria;37;3;female;2014
DE144000;Emma;31;4;female;2014
DE144000;Sophia;25;5;female;2014
DE144000;Anna;23;6;female;2014
DE144000;Lina;23;6;female;2014
DE144000;Johanna;22;8;female;2014
DE144000;Mia;22;8;female;2014
DE144000;Emilia;21;10;female;2014
DE144000;Katharina;20;11;female;2014
DE144000;Lea;20;11;female;2014
DE144000;Lena;20;11;female;2014
DE144000;Amelie;19;14;female;2014
DE144000;Hannah;19;14;female;2014
DE144000;Emily;18;16;female;2014
DE144000;Elisabeth;15;17;female;2014
DE144000;Laura;15;17;female;2014
DE144000;Lara;14;19;female;2014
DE144000;Lisa;14;19;female;2014
DE144000;Hanna;13;21;female;2014
DE144000;Julia;13;21;female;2014
DE144000;Alina;12;23;female;2014
DE144000;Lotta;12;23;female;2014
DE144000;Sara;12;23;female;2014
DE144000;Elif;11;26;female;2014
DE144000;Leonie;11;26;female;2014
DE144000;Antonia;10;28;female;2014
DE144000;Ida;10;28;female;2014
DE144000;Isabella;10;28;female;2014
DE144000;Magdalena;10;28;female;2014
DE144000;Charlotte;9;32;female;2014
DE144000;Elisa;9;32;female;2014
DE144000;Luisa;9;32;female;2014
DE144000;Marlene;9;32;female;2014
DE144000;Mila;9;32;female;2014
DE144000;Sarah;9;32;female;2014
DE144000;Sofia;9;32;female;2014
DE144000;Theresa;9;32;female;2014
DE144000;Leni;8;40;female;2014
DE144000;Mathilda;8;40;female;2014
DE144000;Pauline;8;40;female;2014
DE144000;Clara;7;43;female;2014
DE144000;Elina;7;43;female;2014
DE144000;Franziska;7;43;female;2014
DE144000;Klara;7;43;female;2014
DE144000;Lia;7;43;female;2014
DE144000;Mira;7;43;female;2014
DE144000;Sofie;7;43;female;2014
DE144000;Victoria;7;43;female;2014
DE144000;Aurora;6;51;female;2014
DE144000;Ella;6;51;female;2014
DE144000;Frida;6;51;female;2014
DE144000;Isabel;6;51;female;2014
DE144000;Lucia;6;51;female;2014
DE144000;Luise;6;51;female;2014
DE144000;Madita;6;51;female;2014
DE144000;Paula;6;51;female;2014
DE144000;Pia;6;51;female;2014
DE144000;Romy;6;51;female;2014
DE144000;Carlotta;5;61;female;2014
DE144000;Ela;5;61;female;2014
DE144000;Helena;5;61;female;2014
DE144000;Jule;5;61;female;2014
DE144000;Lilly;5;61;female;2014
DE144000;Lorena;5;61;female;2014
DE144000;Louisa;5;61;female;2014
DE144000;Mara;5;61;female;2014
DE144000;Maya;5;61;female;2014
DE144000;Milena;5;61;female;2014
DE144000;Mina;5;61;female;2014
DE144000;Noemi;5;61;female;2014
DE144000;Nora;5;61;female;2014
DE144000;Rosa;5;61;female;2014
DE144000;Selina;5;61;female;2014
DE144000;Valentina;5;61;female;2014
DE144000;Vanessa;5;61;female;2014
DE144000;Zeynep;5;61;female;2014
DE144000;Zoé;5;61;female;2014
DE144000;Amina;4;80;female;2014
DE144000;Barbara;4;80;female;2014
DE144000;Carla;4;80;female;2014
DE144000;Diana;4;80;female;2014
DE144000;Elena;4;80;female;2014
DE144000;Esma;4;80;female;2014
DE144000;Finja;4;80;female;2014
DE144000;Flora;4;80;female;2014
DE144000;Giulia;4;80;female;2014
DE144000;Greta;4;80;female;2014
DE144000;Isabell;4;80;female;2014
DE144000;Isabelle;4;80;female;2014
DE144000;Jana;4;80;female;2014
DE144000;Jasmin;4;80;female;2014
DE144000;Jolie;4;80;female;2014
DE144000;Liliana;4;80;female;2014
DE144000;Linda;4;80;female;2014
DE144000;Lucie;4;80;female;2014
DE144000;Luna;4;80;female;2014
DE144000;Maila;4;80;female;2014
DE144000;Maja;4;80;female;2014
DE144000;Medina;4;80;female;2014
DE144000;Melina;4;80;female;2014
DE144000;Miriam;4;80;female;2014
DE144000;Nisa;4;80;female;2014
DE144000;Nur;4;80;female;2014
DE144000;Selin;4;80;female;2014
DE144000;Stella;4;80;female;2014
DE144000;Thea;4;80;female;2014
DE144000;Amalia;3;109;female;2014
DE144000;Amy;3;109;female;2014
DE144000;Ana;3;109;female;2014
DE144000;Anne;3;109;female;2014
DE144000;Annelie;3;109;female;2014
DE144000;Anni;3;109;female;2014
DE144000;Ayla;3;109;female;2014
DE144000;Daria;3;109;female;2014
DE144000;Defne;3;109;female;2014
DE144000;Emelie;3;109;female;2014
DE144000;Emely;3;109;female;2014
DE144000;Eva;3;109;female;2014
DE144000;Gabriele;3;109;female;2014
DE144000;Helene;3;109;female;2014
DE144000;Josephine;3;109;female;2014
DE144000;Larissa;3;109;female;2014
DE144000;Lejla;3;109;female;2014
DE144000;Liana;3;109;female;2014
DE144000;Liara;3;109;female;2014
DE144000;Luana;3;109;female;2014
DE144000;Lucy;3;109;female;2014
DE144000;Martha;3;109;female;2014
DE144000;Mathea;3;109;female;2014
DE144000;Meryem;3;109;female;2014
DE144000;Meyra;3;109;female;2014
DE144000;Michelle;3;109;female;2014
DE144000;Nina;3;109;female;2014
DE144000;Olivia;3;109;female;2014
DE144000;Paulina;3;109;female;2014
DE144000;Rebecca;3;109;female;2014
DE144000;Rosalie;3;109;female;2014
DE144000;Rose;3;109;female;2014
DE144000;Sina;3;109;female;2014
DE144000;Soraya;3;109;female;2014
DE144000;Sude;3;109;female;2014
DE144000;Teresa;3;109;female;2014
DE144000;Theresia;3;109;female;2014
DE144000;Tiana;3;109;female;2014
DE144000;Tina;3;109;female;2014
DE144000;Tuana;3;109;female;2014
DE144000;Valeria;3;109;female;2014
DE144000;Valerie;3;109;female;2014
DE144000;Vivien;3;109;female;2014
DE144000;Zara;3;109;female;2014
DE144000;Aimée;2;153;female;2014
DE144000;Alessia;2;153;female;2014
DE144000;Amaya;2;153;female;2014
DE144000;Amira;2;153;female;2014
DE144000;Anastasia;2;153;female;2014
DE144000;Anita;2;153;female;2014
DE144000;Anna-Lena;2;153;female;2014
DE144000;Annika;2;153;female;2014
DE144000;Arya;2;153;female;2014
DE144000;Aurelia;2;153;female;2014
DE144000;Aurélie;2;153;female;2014
DE144000;Ava;2;153;female;2014
DE144000;Ayşe;2;153;female;2014
DE144000;Bao;2;153;female;2014
DE144000;Beren;2;153;female;2014
DE144000;Bianca;2;153;female;2014
DE144000;Cara;2;153;female;2014
DE144000;Carolina;2;153;female;2014
DE144000;Caroline;2;153;female;2014
DE144000;Celine;2;153;female;2014
DE144000;Chiara;2;153;female;2014
DE144000;Christina;2;153;female;2014
DE144000;Christine;2;153;female;2014
DE144000;Daniela;2;153;female;2014
DE144000;Ecrin;2;153;female;2014
DE144000;Elise;2;153;female;2014
DE144000;Ellen;2;153;female;2014
DE144000;Elli;2;153;female;2014
DE144000;Elmira;2;153;female;2014
DE144000;Ema;2;153;female;2014
DE144000;Enna;2;153;female;2014
DE144000;Erika;2;153;female;2014
DE144000;Erina;2;153;female;2014
DE144000;Esila;2;153;female;2014
DE144000;Eslem;2;153;female;2014
DE144000;Fabienne;2;153;female;2014
DE144000;Felicitas;2;153;female;2014
DE144000;Franka;2;153;female;2014
DE144000;Freyja;2;153;female;2014
DE144000;Gloria;2;153;female;2014
DE144000;Grace;2;153;female;2014
DE144000;Hanim;2;153;female;2014
DE144000;Hedi;2;153;female;2014
DE144000;Henriette;2;153;female;2014
DE144000;Hira;2;153;female;2014
DE144000;Isabela;2;153;female;2014
DE144000;Iva;2;153;female;2014
DE144000;Jennifer;2;153;female;2014
DE144000;Jette;2;153;female;2014
DE144000;Josefina;2;153;female;2014
